,Année,Clé,Danceabilité,Durée,Energie,Fin du fondu,Fondu de fin,Intensité,Mode,Nom Album,Popularité,Signature Temporelle,Tempo,nom artiste,nom chanson
2235,1994,11,0.0,228.28363,0.0,0.0,223.626,-13.582,1,b'Too Bad Jim',0.3777758274932884,3,105.782,b'R.L. Burnside',b'When My First Wife Left Me'
2236,0,8,0.0,151.32689,0.0,0.374,146.924,-11.062,1,b'',0.0,5,110.69,b'',b''
2237,1989,5,0.0,229.66812,0.0,0.442,222.343,-11.206,1,b'Thirtieth Anniversary Special',0.12423484762685541,1,86.44,b'Dry Branch Firing Squad',b'The Honest Farmer'
2238,0,11,0.0,200.88118,0.0,0.415,195.762,-23.796,0,b'',0.36670749361521515,3,120.61,b'',b''
2239,0,8,0.0,279.82322,0.0,0.464,274.686,-12.479,1,b'Ballads & Blues',0.22927558188064706,4,87.158,b'Milt Jackson',b'The Song Is Ended'
2240,1956,11,0.0,169.7171,0.0,0.626,160.363,-9.709,0,b'The Complete Chess Recordings',0.3281370932357495,4,116.644,b'Jimmy Rogers',b'Walking By Myself'
2241,1984,9,0.0,230.84363,0.0,0.467,219.661,-5.259,0,b'Chronicles (3CD econopak)',0.449419,4,152.588,b'Bon Jovi',b'Runaway'
2242,0,9,0.0,151.562,0.0,1.166,144.504,-7.632,1,b'',0.0,1,98.529,b'',b''
2243,2002,4,0.0,285.77914,0.0,6.815,266.884,-8.006,1,b'Golden Road',0.41957174235903816,4,134.0,b'Keith Urban',b'Raining On Sunday'
2244,0,4,0.0,334.54975,0.0,0.472,326.055,-15.283,1,b'Nice And Warm',0.4129094313915345,3,90.132,b'Tab Benoit',b'I Put A Spell On You'
2245,2006,9,0.0,229.43302,0.0,0.154,220.346,-9.119,1,b'Move By Yourself',0.4297631,4,110.596,b'Donavon Frankenreiter',b'The Way It Is'
2246,1988,10,0.0,186.01751,0.0,0.276,181.075,-10.498,1,b'Antecedente',0.0,4,108.035,b'Rub\xc3\xa9n Blades',b'La Marea ( The Tide ) ( LP Version )'
2247,2006,8,0.0,250.98404,0.0,0.0,239.142,-5.918,1,b'Techar\xc3\xad',0.4194532619738696,4,185.05,b'Ojos de Brujo',b'Silencio'
2248,1998,11,0.0,332.82567,0.0,0.305,325.875,-5.122,0,b'Devil Without A Cause',0.48733413,4,184.711,b'Kid Rock',b'Devil Without A Cause (Explicit LP Version)'
2249,2003,1,0.0,257.43628,0.0,0.322,249.092,-5.066,1,b'Trap Muzik',0.48543645268592067,4,170.018,b'T.I.',"b""Let's Get Away"""
2250,1990,10,0.0,236.17261,0.0,0.467,222.058,-15.585,1,b'Best of Gregory Isaacs V. 1 & 2',0.42974441787363993,4,133.419,b'Gregory Isaacs',b'Special Guest'
2251,0,0,0.0,869.48526,0.0,0.902,856.967,-16.825,1,b'Dissolution III',0.36988873866749794,4,100.272,b'Earth',b'Dissolution III (Live On Wnyu Radio)'
2252,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,b'',0.0,0,0.0,b'',b''
2253,2004,9,0.0,200.82893,0.0,0.219,192.615,-11.585,1,b'The music al heritage of the carter family',0.45570388,1,91.826,b'Feiter',b'No depression in heaven'
2254,0,4,0.0,180.16608,0.0,5.538,173.505,-35.973,0,b'',0.0,1,62.538,b'',b''
2255,1963,7,0.0,118.88281,0.0,1.147,109.993,-8.837,1,b'The James Brown R&B Explosion',0.0,1,125.898,b'Randy & The Rainbows',b'Denise'
2256,0,7,0.0,263.67955,0.0,0.583,250.073,-19.426,1,b'',0.0,5,115.22,b'',b''
2257,2003,8,0.0,273.31873,0.0,0.09,263.61,-7.835,1,b'Phantom Theory',0.0,4,145.934,b'Futureshock',b'Wide Open'
2258,2005,10,0.0,185.7824,0.0,0.096,185.782,-7.578,0,b'Reggaeton Hitmakers Love Stories',0.4255071,4,83.976,b'Don Omar',b'Quien La Vio Llorar'
2259,0,5,0.0,269.24363,0.0,0.653,257.347,-9.651,1,b'Roses & Clover',0.2770753,4,129.017,b'ALO',b'Monday'
2260,0,11,0.0,200.82893,0.0,0.491,194.496,-8.704,0,b'XXX A\xc3\xb1os',0.15467109,3,107.838,b'Pedro Fern\xc3\xa1ndez',b'Lo Mucho Que Te Quiero'
2261,0,9,0.0,109.45261,0.0,0.096,103.253,-13.915,0,b'',0.0,4,143.111,b'',b''
2262,2003,3,0.0,254.14485,0.0,0.09,237.941,-7.76,0,b'Illuminate',0.4519670736071962,3,232.085,b'David Crowder Band',b'Heaven Came Down'
2263,1974,1,0.0,227.99628,0.0,0.596,221.095,-6.671,1,b'The Very Best of Buddy Rich on Groove Merchant',0.40029104726165665,4,137.986,b'Buddy Rich',b'Time Check'
2264,0,4,0.0,360.41098,0.0,0.787,352.322,-3.663,0,b'Shot Down On Safari',0.4023940282903925,4,87.01,b'Bad Company',b'The Hornet'
2265,0,11,0.0,287.50322,0.0,0.119,284.537,-10.242,0,b'',0.0,4,124.52,b'',b''
2266,1986,0,0.0,251.50649,0.0,6.92,234.487,-5.859,1,b'',0.449419,3,122.941,b'Bon Jovi',"b""LIVIN' ON A PRAYER"""
2267,2006,10,0.0,272.22159,0.0,0.084,272.222,-10.304,0,"b""I'm Still Livin""",0.44533123424409515,4,141.785,b'Z-Ro',b'Keep On'
2268,0,9,0.0,222.71955,0.0,0.0,214.326,-12.191,0,b'The Man - Machine',0.37844723978580447,4,123.506,b'Kraftwerk',b'Kraftwerk - (4) The Model'
2269,2003,5,0.0,153.10322,0.0,0.392,147.377,-13.563,0,b'Simply Sax',0.3287241281297396,3,71.64,b'Stan Getz',b'Opus De Bop'
2270,2002,6,0.0,342.7522,0.0,3.657,326.002,-11.688,1,"b""Falling Into You / A New Day Has Come / Let's Talk About Love""",0.4185719619517765,3,120.689,b'C\xc3\xa9line Dion',b'A New Day Has Come'
2271,0,10,0.0,264.93342,0.0,0.218,241.946,-15.21,1,b'',0.2929035914206966,4,105.897,b'The Winans',b'Millions'
2272,0,0,0.0,138.94485,0.0,0.705,130.804,-18.888,0,b'Essential Jazz Masters',0.0,4,80.039,b'George Wallington Trios',"b""I Didn't Know What Time It Was"""
2273,1997,4,0.0,161.35791,0.0,0.534,153.646,-18.94,0,b'Chet Atkins - The Master And His Music',0.3858811795845043,4,140.188,b'Chet Atkins',b'A Taste Of Honey'
2274,1991,11,0.0,224.57424,0.0,0.8,217.188,-26.127,0,b'Revisited',0.37293373530846624,4,189.601,b'Mississippi John Hurt',b'Lonesome Blues'
2275,0,1,0.0,193.05098,0.0,0.29755,185.33587,-8.009,1,b'Secuencia',0.4630081048644661,4,147.899,b'Reik',b'Me Duele Amarte'
2276,0,1,0.0,392.01914,0.0,0.467,382.392,-11.156,1,b'Praise & Worship',0.36882087195999363,4,98.929,b'Vanessa Bell Armstrong',b'You Alone Are Worthy'
2277,0,1,0.0,110.18404,0.0,0.084,110.184,-6.719,1,b'Bad Taste',0.4023940282903925,4,87.278,b'Bad Company',b'Forgotten'
2278,0,7,0.0,139.98975,0.0,0.607,129.451,-11.748,1,b'1962-1966',0.6664068909580066,1,120.073,b'The Beatles',b'11 I Feel Fine'
2279,0,2,0.0,203.20608,0.0,0.405,195.442,-17.692,1,b'Big Blind Bluesy',0.0,4,164.311,b'Pat Donohue',b'Blind Lemon Extract'
2280,2005,2,0.0,315.03628,0.0,0.084,299.793,-8.346,0,b'MIDI Style',0.3399044240602245,4,135.001,b'General Midi',b'On The Run'
2281,1998,5,0.0,135.78404,0.0,0.462,123.786,-11.258,1,b'Time Is Tight',0.03763641413318213,4,143.919,"b""Booker T. & The MG's""",b'Burnt Biscuits'
2282,0,2,0.0,526.57587,0.0,2.293,515.158,-13.327,1,b'',0.0,1,60.774,b'',b''
2283,1970,0,0.0,380.36853,0.0,0.451,367.067,-10.322,0,b'The Complete Motown Singles Vol. 10: 1970',0.44654,4,98.512,b'Diana Ross',"b""Ain't No Mountain High Enough"""
2284,0,9,0.0,190.01424,0.0,0.254,182.422,-6.32,1,b'The Full-Custom Gospel Sounds Of',0.4245135830007347,4,210.189,b'Reverend Horton Heat',b'Bucks (Album)'
2285,2007,4,0.0,227.81342,0.0,0.183,214.535,-7.613,1,b'Glassjaw Boxer',0.4015624132219433,3,144.055,b'Stephen Kellogg and The Sixers',b'Cabin In The Woods (Album Version)'
2286,2005,10,0.0,153.33556,0.0,0.409,153.336,-16.212,0,b'Mixing Me',0.4335621889494871,4,182.555,b'Miss Kittin',b'Professional Distortion (Aka Pella)'
2287,0,2,0.0,146.59873,0.0,0.0,137.903,-16.666,1,"b""It Ain't Easy""",0.34962795270494573,3,97.967,b'Chris Smither',b'Maybelline'
2288,0,10,0.0,256.1824,0.0,0.664,241.302,-4.755,1,b'Double Take - Chris Tomlin',0.4607742224827161,3,104.104,b'Chris Tomlin',b'How Can I Keep From Singing (See The Morning Album Version)'
2289,0,7,0.0,119.14404,0.0,0.174,114.382,-23.342,1,b'La Traviata',0.3041106500940372,3,159.418,b'Carlos Kleiber & The Bavarian State Opera Orchestra & Chorus',b'Act 2: Non Sapete Quale Affetto'
2290,1956,8,0.0,182.02077,0.0,0.09,174.806,-9.419,1,b'Live At The Regal',0.41315886,4,167.266,b'B.B. King',b'Please Love Me'
2291,0,0,0.0,238.54975,0.0,2.961,227.55,-21.472,1,b'Fairy Lullabies',0.28216412687867987,1,81.737,b'Gary Stadler',b'Garden Lullaby'
2292,0,5,0.0,594.28526,0.0,5.648,580.226,-19.968,1,b'',0.0,4,96.995,b'',b''
2293,0,4,0.0,108.45995,0.0,0.322,103.306,-11.638,1,b'',0.41261028903284536,1,145.664,b'',b''
2294,0,2,0.0,143.25506,0.0,0.438,131.117,-15.918,1,b'Songs Of Freedom',0.2915738628709065,4,146.639,b'The Wailers',b'Screw Face'
2295,2006,8,0.0,217.28608,0.0,0.223,207.668,-5.771,0,b'King (U.S. Explicit Version)',0.48543645268592067,4,93.983,b'T.I.',b'Why You Wanna'
2296,0,2,0.0,218.14812,0.0,2.061,206.756,-22.111,1,b'',0.0,1,138.727,b'',b''
2297,0,3,0.0,406.5171,0.0,0.084,393.067,-11.507,1,b'',0.0,3,244.854,b'',b''
2298,0,2,0.0,458.57914,0.0,0.299,452.11,-18.038,0,b'Bach: The Complete Violin Concertos',0.3115559240241906,4,203.848,b'Camerata Antonio Lucio',"b'Concerto in D Minor for Violin and Strings, BWV 1052R (after Harpsichord Concerto No. 1 in D Minor): I. Allegro'"
2299,2005,7,0.0,272.1171,0.0,0.102,261.718,-14.173,0,b'Ellington At Newport 1956 (Complete)',0.0,3,102.288,b'Duke Ellington',"b""Jeep's Blues"""
2300,1994,9,0.0,221.23057,0.0,0.264,210.442,-8.971,0,b'Hard To Earn',0.37776868392841134,4,96.046,b'Gang Starr',b'Mass Appeal (Explicit)'
2301,1996,2,0.0,300.72118,0.0,0.403,298.382,-6.573,1,b'Return Of The Bumpasaurus',0.26783520488766976,4,113.964,b'Sir Mix-A-Lot',b'Jump On It'
2302,2000,9,0.0,197.58975,0.0,0.0,188.186,-13.168,1,b'Bluesbreakers',0.3329572,5,86.85,b'John Mayall',b'Hideaway'
2303,0,0,0.0,148.63628,0.0,0.0,141.23,-12.494,1,b'',0.44680864,4,116.064,b'',b''
2304,0,6,0.0,199.07873,0.0,2.02,184.622,-6.588,1,b'Rissi Palmer',0.3314065,4,157.046,b'Rissi Palmer',b'Anybody Out There'
2305,0,8,0.0,338.75546,0.0,0.171,329.863,-17.643,1,b'The Trio Live From Chicago',0.0,4,131.019,b'The Oscar Peterson Trio',"b""I've Never Been In Love Before"""
2306,1993,3,0.0,279.09179,0.0,0.281,265.021,-6.26,1,b'',0.39738676775773124,4,119.871,b'Luis Miguel',b'HASTA QUE ME OLVIDES'
2307,1970,4,0.0,148.68853,0.0,0.816,140.951,-14.115,1,b'The Very Best Of Glen Campbell',0.44754753341258224,1,175.704,b'Glen Campbell',b'Try A Little Kindness'
2308,2006,0,0.0,255.63383,0.0,0.09,246.822,-10.105,1,b'Continuum',0.4927805707333683,4,67.994,b'John Mayer',b'Dreaming With A Broken Heart'
2309,0,11,0.0,339.82649,0.0,0.125,311.304,-12.493,1,b'',0.0,4,163.972,b'',b''
2310,2008,9,0.0,257.17506,0.0,0.264,245.162,-11.208,1,b'',0.3822688251273644,1,115.619,b'Watson Twins',b'JUST LIKE HEAVEN'
2311,1999,5,0.0,221.90975,0.0,0.322,212.05,-13.093,1,b'Strangest Dream',0.0,4,118.288,b'Popcorn Behavior',b'Adieu Sweet Lovely Nancy'
2312,0,0,0.0,184.68526,0.0,1.257,174.788,-13.238,1,b'Imagine- John Lennon',0.46169006661745793,4,151.57,b'John Lennon',b' Imagine'
2313,0,2,0.0,240.71791,0.0,0.084,240.718,-9.732,1,b'',0.0,5,125.676,b'',b''
2314,2001,4,0.0,400.37832,0.0,0.383,386.258,-16.271,0,b'Come Dance With Me Hit Pack',0.4250512,4,114.16,b'Diana Krall',b'Besame Mucho'
2315,2006,7,0.0,312.60689,0.0,0.502,305.267,-7.033,0,b'Plane That Draws A White Line',0.337585529149616,4,169.998,b'Alias & Tarsier',b'Dr. C (Healamonster Remix)'
2316,0,2,0.0,173.84444,0.0,0.328,164.397,-8.66,1,b'Only What I Feel',0.4085038,4,122.52,b'Patty Loveless',b'All I Need (Is Not To Need You)'
2317,2007,2,0.0,133.35465,0.0,0.241,127.094,-6.707,1,b'Vampire Weekend',0.4754833756535196,4,119.928,b'Vampire Weekend',b'Bryn'
2318,2002,8,0.0,241.37098,0.0,0.334,224.821,-8.736,1,b'My Town',0.43462820118621465,4,175.95,b'Montgomery Gentry',b'Speed'
2319,2002,5,0.0,307.64363,0.0,0.299,294.313,-8.105,0,b'A Rush Of Blood To The Head',0.8925221529936541,4,130.986,b'Coldplay',b'Clocks'
2320,1994,5,0.0,142.65424,0.0,0.317,137.189,-16.802,1,b'',0.325664058029458,4,79.132,b'Dionne Warwick',"b""IT'S BEGINNING TO LOOK A LOT LIKE CHRISTMAS"""
2321,2000,9,0.0,217.96526,0.0,0.304,206.954,-9.193,0,b'The Mirror Conspiracy',0.4586141,4,118.041,b'Thievery Corporation',b'Shadows Of Ourselves'
2322,1984,2,0.0,183.45751,0.0,0.276,172.298,-12.569,1,b'',0.3862177461734938,4,106.594,b'Twisted Sister',b'I WANNA ROCK'
2323,2004,4,0.0,272.90077,0.0,0.0,260.998,-15.475,0,b'ENDLESS ROAD',0.4168321793504577,3,173.236,b'Tommy Emmanuel',b'Endless Road'
2324,0,9,0.0,205.58322,0.0,0.241,198.531,-8.249,1,b'African Dub All-Mighty Chapter 1',0.32119558947211974,1,159.518,b'Joe Gibbs and The Professionals',b'Midnight Movie'
2325,2001,0,0.0,186.06975,0.0,0.287,180.326,-8.278,1,b'Ultimate Christmas 2',0.3688448920263913,4,93.632,b'Joe',b'This Christmas'
2326,0,7,0.0,108.2771,0.0,0.247,96.798,-25.52,1,b'',0.0,4,92.278,b'',b''
2327,1996,0,0.0,269.11302,0.0,0.09,269.113,-13.295,1,b'Greatest Hits',0.3657038019582567,4,165.719,b'Fugees',b'How Many Mics'
2328,0,11,0.0,147.90485,0.0,0.287,139.204,-8.747,0,b'The Complete Duets',0.31655018336914315,5,85.9,b'Tammi Terrell',"b""Ain't No Mountain High Enough"""
2329,1980,2,0.0,307.59138,0.0,0.514,274.855,-14.963,1,b'Citizen 1972-1980',0.3715547674647326,4,119.67,b'Steely Dan',b'Hey Nineteen'
2330,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,b'',0.0,0,0.0,b'',b''
2331,2006,9,0.0,169.03791,0.0,0.308,157.338,-7.022,1,"b""I'm Like a Virgin Losing a Child""",0.4599012596597381,4,125.042,b'Manchester Orchestra',b'The Neighborhood is Bleeding'
2332,0,0,0.0,206.65424,0.0,0.35,190.299,-33.996,0,b'',0.0,1,54.253,b'',b''
2333,1992,2,0.0,210.9122,0.0,2.177,204.864,-14.054,0,b'The Country Gentlemen Sing and Play Folk Songs and Bluegrass',0.0,1,102.139,b'The Country Gentlemen',b'Little Bessie'
2334,1986,4,0.0,146.41587,0.0,0.704,140.341,-9.188,1,b'Rollin\xe2\x80\x99 Through the Night',0.0,1,130.072,b'Evan Johns And The H-Bombs',"b""If She'd Only Learn To Rock"""
2335,1997,0,0.0,419.42159,0.0,0.437,409.913,-15.067,1,b'Chet Baker In New York',0.4157735813432348,4,101.493,b'Chet Baker',b'Fair Weather'
2336,0,7,0.0,121.75628,0.0,0.595,115.217,-7.802,0,b'Forever Doo Wop Vol. 2',0.0,4,87.653,b'The Videos',b'Trickle Trickle'
2337,0,7,0.0,179.98322,0.0,0.211,173.674,-9.343,1,b'1st Infantry Instrumentals',0.367582247197967,4,173.876,b'The Alchemist',b'Pimp Squad'
2338,1987,1,0.0,263.26159,0.0,0.372,263.262,-31.432,1,b'Nights at the Vanguard',0.23881007575343202,1,75.078,b'Tommy Flanagan',b'While You Are Gone'
2339,1993,9,0.0,230.922,0.0,1.31,215.586,-23.031,1,b'Love Songs',0.45349373578259006,4,107.088,b'Yanni',b'In The Morning Light'
2340,1999,5,0.0,524.30322,0.0,0.287,508.575,-12.938,0,b'Idle Moments',0.40920528737344375,4,123.337,b'Grant Green',b'Django (Rudy Van Gelder 24Bit Mastering) (1999 Digital Remaster)'
2341,1997,7,0.0,298.26567,0.0,2.728,293.535,-4.645,1,b'Mis Favoritas',0.36718873894374365,4,188.169,b'DLG',b'Juliana'
2342,0,8,0.0,245.4722,0.0,0.084,245.472,-6.118,0,"b""Can't Sell Dope Forever""",0.3092272450963299,1,74.062,b'Sticman',b'Like A Window'
2343,1990,4,0.0,238.18404,0.0,0.63,235.723,-11.18,0,b'Dry As A Bone/Rehab Doll',0.4569718495982184,4,199.459,b'Soundgarden',b'Hand Of God'
2344,1973,7,0.0,205.89669,0.0,1.247,199.982,-12.617,1,b'Labelled With Love (Spectrum)',0.35645006656491707,4,124.425,b'Stealers Wheel',b'Stuck In The Middle With You'
2345,0,4,0.0,348.29016,0.0,4.847,341.676,-17.41,0,b'',0.0,4,111.38,b'',b''
2346,0,0,0.0,201.22077,0.0,1.215,194.403,-20.495,1,b'Haydn: Symphonies Nos. 1-20 - The Esterh\xc3\xa1zy Recordings',0.0,4,121.45,b'Austro-Hungarian Haydn Orchestra',b'Symphony No.2 in C Major: I. Allegro'
2347,2006,7,0.0,279.45751,0.0,0.09,262.873,-6.697,1,b'Wolf Like Me',0.42829573,4,87.902,b'TV on the Radio',b'Wolf Like Me'
2348,1978,10,0.0,200.88118,0.0,0.502,193.399,-11.707,1,b'Are You Experienced',0.4861645804042293,4,75.195,b'The Jimi Hendrix Experience',b'The Wind Cries Mary'
2349,1995,8,0.0,230.37342,0.0,0.276,221.414,-23.632,1,b'An Oscar Peterson Christmas',0.3970665326372615,4,238.363,b'Oscar Peterson',b'White Christmas'
2350,1996,0,0.0,294.08608,0.0,0.35,283.115,-18.275,1,b'[1994] Tales From The Acoustic Planet',0.0,4,127.903,b'Bela Fleck & The Flecktones',b'Cheeseballs in Cowtown'
2351,0,9,0.0,204.22485,0.0,0.188,198.188,-13.0,1,b'',0.0,4,167.49,b'',b''
2352,2000,0,0.0,396.25098,0.0,0.084,391.802,-8.263,1,b'The Art Of Self Defense',0.42291928422919634,1,117.702,b'High on Fire',b'Last'
2353,0,2,0.0,203.51955,0.0,0.212,193.753,-7.57,1,b'Reggae Anthology: Music Is The Rod',0.3415490542529802,4,162.838,b'Garnet Silk',b'Zion In A Vision'
2354,0,0,0.0,650.73587,0.0,5.224,630.817,-31.671,1,b'Reiki - Hands Of Light',0.381636662593233,4,152.576,b'Deuter',b'Waves Of Light'
2355,1976,2,0.0,338.93832,0.0,0.27,327.796,-8.663,1,b'Soundtrack Starsky & Hutch',0.29676935,4,108.807,b'Brick',b'Dazz'
2356,1995,2,0.0,248.29342,0.0,0.09,248.293,-10.386,1,b'Exit Planet Dust',0.47447008349770176,4,171.874,b'The Chemical Brothers',b'One Too Many Mornings'
2357,0,8,0.0,177.65832,0.0,0.299,171.241,-16.163,1,b'',0.0,4,139.278,b'',b''
2358,0,11,0.0,164.57098,0.0,0.485,154.778,-8.955,1,b'',0.0,4,113.953,b'',b''
2359,0,9,0.0,131.36934,0.0,0.467,122.421,-14.293,1,b'',0.0,4,85.993,b'',b''
2360,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,b'',0.0,0,0.0,b'',b''
2361,1999,1,0.0,216.81587,0.0,0.432,207.018,-16.352,1,b'Greatest Christmas Songs',0.38358946112447606,3,133.843,b'Perry Como',b'The Christmas Song (Merry Christmas To You)'
2362,2001,6,0.0,277.78567,0.0,0.09,274.262,-6.835,0,b'Stillmatic',0.4704465,3,99.741,b'Nas',b'Ether'
2363,1999,0,0.0,167.13098,0.0,0.589,160.792,-12.023,1,b'Elevation',0.3620125418821455,4,124.209,b'Yonder Mountain String Band',b'Mossy Cow'
2364,2000,0,0.0,199.07873,0.0,0.498,192.894,-7.575,1,b'Gold',0.41032345237873336,4,88.537,b'Engelbert Humperdinck',b'Quando Quando Quando'
2365,0,2,0.0,195.68281,0.0,0.361,184.692,-8.476,1,b'Disc 1',0.424955543690865,1,128.872,b'Box',b'Three Dog Night _ Joy To The World'
2366,0,3,0.0,478.40608,0.0,1.006,466.791,-28.312,1,b'Andreas Staier - Concertos & Solo Works for Fortepiano',0.0,4,123.247,b'Andreas Staier & Concerto K\xc3\xb6ln',b'Steffan : Piano Concerto in B flat major : II Andante non molto'
2367,0,9,0.0,239.43791,0.0,0.426,230.644,-16.225,0,b'Bach: Concerto for 2 Violins & Violin Concertos Nos. 1_ 2',0.0,1,114.324,b'Camerata Romana',b'Violin Concerto No. 1 in A Minor_ BWV 1041: III. Alegro assai'
2368,1991,1,0.0,135.02649,0.0,0.252,124.772,-17.257,1,b'Summer',0.4092744265205998,5,149.111,b'George Winston',b'Goodbye Montana - Part 1'
2369,0,11,0.0,295.75791,0.0,0.444,264.098,-5.232,0,b'Fijate Bien',0.47149122,4,94.981,b'Juanes',b'Fijate Bien'
2370,0,5,0.0,340.40118,0.0,0.282,335.673,-8.51,1,b'',0.3346979926926349,4,158.787,b'',b''
2371,1995,0,0.0,368.48281,0.0,0.264,361.419,-13.296,0,b'Greatest Hits',0.0,4,194.012,b'Lionel Hampton & His Orchestra',b'Flamenco Soul'
2372,0,9,0.0,143.85587,0.0,0.299,134.496,-16.899,1,b'Pachelbel & Fasch : Orchestral Works',0.0,1,169.879,b'Demians',b'Fasch : Concerto for Trumpet & 2 Oboes in D major : I Allegro'
2373,1991,2,0.0,168.22812,0.0,0.276,161.681,-13.519,0,b'Come Back Home',0.4135674372295428,1,94.547,"b""Howlin' Wolf""",b'Bluebird'
2374,1971,5,0.0,144.03873,0.0,0.287,136.435,-27.464,1,b'A Collection',0.21141312411419685,4,45.083,b'Anne Briggs',b'The Snow It Melts The Soonest'
2375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,b'',0.0,0,0.0,b'',b''
2376,2006,0,0.0,259.10812,0.0,0.392,249.301,-7.936,1,b'Motherload',0.3717262180016823,4,85.471,b'Sara Hickman',b'Two Days Today'
2377,0,10,0.0,158.01424,0.0,0.226,152.044,-12.847,1,b'',0.0,4,212.611,b'',b''
2378,1994,5,0.0,211.25179,0.0,0.479,186.12,-9.6,1,b'The Best of Born Jamericans',0.30667032776066794,4,159.671,b'Born Jamericans',b'Sweet Honey'
2379,1982,4,0.0,171.12771,0.0,2.206,162.162,-14.015,1,b'Mountain Music',0.338510521196368,4,136.164,b'Alabama',b'Green River'
2380,2004,7,0.0,216.94649,0.0,0.0,213.763,-7.487,1,b'Welcome To Haiti Creole 101',0.41956028,4,179.698,b'Wyclef Jean',b'President'
2381,2006,11,0.0,264.93342,0.0,0.199,252.175,-7.612,1,b'Hearts of the Innocent',0.4475060566901951,4,150.526,b'Kutless',b'Smile'
2382,2000,6,0.0,306.38975,0.0,0.0,306.39,-5.738,0,"b""Let's Get Free""",0.3586363305701967,4,186.556,b'dead prez',b'They School'
2383,0,5,0.0,585.87383,0.0,0.0,573.608,-16.154,1,b'Exclusively For My Friends Vol. I - Action',0.0,4,112.422,b'The Oscar Peterson Trio',b'Easy Walker'
2384,0,10,0.0,148.50567,0.0,0.096,137.073,-24.53,1,b'',0.0,4,65.798,b'',b''
2385,1993,0,0.0,244.34893,0.0,0.276,225.82,-20.388,1,b'An Introduction To Barney Kessel Vol 3',0.3219181898787472,4,150.688,b'Barney Kessel',b'Easy Like'
2386,2005,0,0.0,416.41751,0.0,0.0,389.968,-10.775,1,b'Jackpot !',0.3483149058826119,3,124.34,b'Buckwheat Zydeco',"b""Buck's Going Downtown"""
2387,2000,5,0.0,184.2673,0.0,0.423,173.261,-13.62,1,b'Little Lion',0.34267347591973124,4,148.386,b'Brooks Williams',b'Meesa Kaibash'
2388,2002,7,0.0,221.36118,0.0,0.27,198.983,-12.118,1,b'Demolition',0.42585027,4,154.847,b'Ryan Adams',b' Desire'
2389,1979,5,0.0,232.69832,0.0,2.653,222.906,-19.47,1,b'',0.40016723,3,86.236,b'The Whispers',b'The Christmas Song'
2390,2003,4,0.0,191.92118,0.0,0.392,179.113,-5.79,1,b'Lesser Matters',0.41968520945347293,4,125.045,b'The Radio Dept.',b'1995'
2391,0,4,0.0,188.682,0.0,0.154,180.077,-19.679,0,b'Vinicius de Moraes con Maria Creuza y Toquinho',0.0,1,91.73,b'Vincius de Moraes',b'Valsa da Tunisia'
2392,2000,1,0.0,159.84281,0.0,0.096,157.785,-5.813,1,b'38 Counts of Battery',0.3256530855143808,4,125.558,b'Pig Destroyer',b'Burning of Sodom'
2393,2006,1,0.0,204.40771,0.0,0.34,196.011,-6.408,0,b'Hearts of the Innocent (Special Edition)',0.4475060566901951,4,156.517,b'Kutless',b'Beyond the Surface'
2394,0,2,0.0,153.23383,0.0,0.183,145.45,-10.071,1,b'',0.0,4,136.295,b'',b''
2395,0,5,0.0,228.80608,0.0,0.084,228.806,-15.611,1,b'',0.380057791856005,4,84.213,b'',b''
2396,1980,6,0.0,175.56853,0.0,0.084,169.401,-6.963,1,"b""Rock 'N' Roll""",0.37044638,3,104.64,b'Mot\xc3\xb6rhead',b'Ace Of Spades'
2397,0,7,0.0,261.43302,0.0,0.53,255.785,-17.219,1,b'Sluz Duz Music',0.2831866275025441,1,112.054,b'Peter Ostroushko',b'Fiddle Tune Medley: My Love I Miss Her So/Farewell To Calgary'
2398,0,6,0.0,408.73751,0.0,0.362,396.44,-14.515,0,b'Lifetime: The Collection',0.379246,1,141.545,b'Tony Williams',b'Fred'
2399,0,0,0.0,268.69506,0.0,0.437,257.416,-14.955,1,b'',0.0,4,164.112,b'',b''
2400,0,2,0.0,228.28363,0.0,0.491,215.899,-10.628,1,b'Dangerous Spirits',0.3239291217098554,4,85.008,b'Ray Wylie Hubbard',"b""Without Love (We're Just Wastin' Time)"""
2401,0,10,0.0,185.88689,0.0,0.496,175.665,-7.811,1,b'Swing-Sation: Tommy Dorsey & Artie Shaw',0.3046023634070662,3,65.593,b'Artie Shaw & His Orchestra',b'Love Walked In'
2402,0,5,0.0,306.99057,0.0,0.438,297.343,-9.997,1,b'Change',0.39026246661494446,4,125.894,b'Tracy Chapman',b'Change (Album Version)'
2403,0,6,0.0,174.18404,0.0,2.368,156.288,-31.289,1,b'',0.0,1,53.777,b'',b''
2404,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,b'',0.0,0,0.0,b'',b''
2405,0,7,0.0,174.54975,0.0,0.118,161.379,-22.225,1,b'Miracles - A Journey of Hope & Healing',0.33180648718570965,1,128.295,b'Paul Cardall',b'After the Storm'
2406,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,b'',0.0,0,0.0,b'',b''
